[CLUSTER]
0	5.901612903225806
0	2.7483870967741937
0	4.393548387096774
0	1.4338709677419355
2	6.8500000000000005
2	3.073684210526315
2	5.742105263157895
2	2.0710526315789473
1	5.005999999999999
1	3.4180000000000006
1	1.4639999999999997
1	0.2440000000000001

[CLUSTER]
4	5.483333333333333
4	2.591666666666667
4	3.904166666666667
4	1.2000000000000002
0	6.329166666666666
0	2.9333333333333336
0	4.541666666666667
0	1.4291666666666665
2	5.005999999999999
2	3.4180000000000006
2	1.4639999999999997
2	0.2440000000000001
1	6.568181818181818
1	3.0863636363636364
1	5.536363636363637
1	2.163636363636364
3	6.027777777777778
3	2.7333333333333334
3	5.027777777777778
3	1.7944444444444447
5	7.475000000000001
5	3.125
5	6.3
5	2.0500000000000003

[CLUSTER]
4	4.433333333333334
4	3.0
4	1.2333333333333334
4	0.20000000000000004
0	5.859090909090909
0	2.8181818181818175
0	4.322727272727272
0	1.3318181818181818
6	6.633333333333333
6	3.0333333333333337
6	4.633333333333334
6	1.4583333333333333
8	4.811764705882353
8	3.164705882352941
8	1.4823529411764707
8	0.18823529411764706
2	5.528571428571429
2	4.042857142857143
2	1.4714285714285715
2	0.2857142857142857
1	5.357142857142857
1	2.442857142857143
1	3.7142857142857144
1	1.1642857142857144
3	7.122727272727272
3	3.1136363636363638
3	6.031818181818181
3	2.1318181818181823
7	5.159999999999999
7	3.54
7	1.5150000000000001
7	0.29
5	6.2
5	2.8699999999999997
5	5.173333333333333
5	1.9200000000000004

