[CLUSTER]
0	5.216666666666667
0	3.6399999999999997
0	1.4733333333333332
0	0.2800000000000001
1	6.314583333333334
1	2.8958333333333335
1	4.973958333333332
1	1.7031249999999993
2	4.741666666666667
2	2.954166666666667
2	1.754166666666667
2	0.32916666666666666

[CLUSTER]
0	5.341666666666668
0	2.4583333333333335
0	3.625
0	1.1333333333333333
1	5.005999999999999
1	3.4180000000000006
1	1.4639999999999997
1	0.2440000000000001
2	5.79047619047619
2	2.733333333333333
2	4.276190476190477
2	1.3142857142857143
3	6.5200000000000005
3	3.046666666666667
3	4.626666666666667
3	1.4600000000000002
4	6.2
4	2.8699999999999997
4	5.173333333333333
4	1.9200000000000004
5	7.122727272727272
5	3.1136363636363638
5	6.031818181818181
5	2.1318181818181823

[CLUSTER]
0	6.6
0	3.1375
0	5.5687500000000005
0	2.2750000000000004
1	4.800000000000001
1	3.1888888888888887
1	1.4555555555555557
1	0.1888888888888889
2	5.5125
2	2.5833333333333335
2	3.8833333333333333
2	1.1916666666666667
3	4.4
3	2.88
3	1.28
3	0.2
4	5.159999999999999
4	3.54
4	1.5150000000000001
4	0.29
5	7.4750000000000005
5	3.125
5	6.3
5	2.0500000000000003
6	5.528571428571429
6	4.042857142857143
6	1.4714285714285715
6	0.2857142857142857
7	6.082352941176471
7	2.838235294117647
7	4.702941176470588
7	1.6029411764705883
8	6.557142857142858
8	2.9285714285714284
8	5.200000000000001
8	1.6785714285714286
